S101E.CARD.,S101E.DECK.,S101E.BALLOT.,S101E.FORM.,S101E.Q1.,S101E.Q2.,S101E.Q3.,S101E.Q4.,S101E.Q5.,S101E.Q5..1,S101E.Q6B.,S101E.Q7.,S101E.Q8.,S101E.Q9A.,S101E.Q9B.,S101E.Q9C.,S101E.Q9D.,S101E.Q11.,S101E.Q12.,S101E.Q13.,S101E.Q14.,S101E.Q15.,S101E.Q16.,S101E.Q17.,S101E.Q18.,S101E.Q19.,S101E.Q20.,S101E.Q21A.,S101E.Q21B.,S101E.Q22.,S101E.Q23.,S101E.Q24.,S101E.Q25.,S101E.Q26A.,S101E.Q26B.,S101E.Q27.,S101E.Q28.,S101E.Q29.,S101E.Q30A.,S101E.Q30B.,S101E.Q30C.,S101E.Q30D.,S101E.Q31A.,S101E.Q31B.,S101E.Q31C.,S101E.Q31D.,S101E.Q31E.,S101E.Q31F.,S101E.Q31G.,S101E.Q31H.,S101E.Q31I.,S101E.Q31J.,S101E.Q31K.,S101E.Q31L.,S101E.Q31M.,S101E.Q31N.,S101E.Q31O.,S101E.Q31P.,S101E.Q31Q.,S101E.Q31R.,S101E.Q31S.,S101E.Q31T.,S101E.Q32.,S101E.Q33.,S101E.Q34.,S101E.Q35A.,S101E.Q35B.,S101E.Q36A.,S101E.Q36B.,S101E.Q36C.,S101E.CARD..1,S101E.DECK..1,S101E.BALLOT..1,S101E.FORM..1,S101E.Q36D.,S101E.Q36E.,S101E.Q36F.,S101E.Q36G.,S101E.Q36H.,S101E.Q36I.,S101E.Q37A.,S101E.Q37B.,S101E.Q38.,S101E.Q39.,S101E.Q40A.,S101E.Q40B.,S101E.Q42.,S101E.Q43A.,S101E.Q43B.,S101E.Q43C.,S101E.Q43D.,S101E.Q43E.,S101E.Q43F.,S101E.Q43G.,S101E.Q43H.,S101E.Q43I.,S101E.Q43J.,S101E.Q44.,S101E.Q47A.,S101E.Q47B.,S101E.Q47C.,S101E.Q47D.,S101E.Q47E.,S101E.Q49.,S101E.Q50A.,S101E.Q50B.,S101E.Q50C.,S101E.Q50D.,S101E.Q51A.,S101E.Q51B.,S101E.Q53A.,S101E.Q53B.,S101E.Q54A.,S101E.Q54B.,S101E.Q54C.,S101E.Q54D.,S101E.Q54E.,S101E.Q55A.,S101E.Q55B.,S101E.Q56.,S101E.Q57.,S101E.Q58.,S101E.Q58..1,S101E.Q58..2,S101E.Q58..3,S101E.Q58..4,S101E.Q58..5,S101E.Q58..6,S101E.Q58..7,S101E.Q58..8,S101E.Q58..9,S101E.Q58..10,S101E.Q58..11,S101E.Q58..12,S101E.Q59.,S101E.Q60A.,S101E.Q60B.,S101E.Q61A.,S101E.Q61A..1,S101E.Q61B.
1,101,41,4,2,5,1,4,6,3,5,4,9,1,3,3,1,1,1,1,2,2,2,2,3,3,1,2,2,2,3,1,2,2,1,3,2,5,2,2,2,2,3,3,1,2,1,1,2,1,2,2,1,3,3,2,1,1,2,3,1,1,4,3,4,3,3,3,1,2,2,101,41,4,2,1,1,3,3,2,2,3,3,1,2,1,1,2,2,4,3,4,4,3,3,4,4,1,1,1,2,1,2,2,3,2,2,2,2,2,1,2,15,25,50,10,0,2,4,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,4,6,2,3,4,4
1,101,42,4,3,2,1,4,2,1,50,4,4,1,2,3,2,1,1,2,1,2,2,3,2,3,8,2,1,2,3,2,2,2,2,2,2,2,3,3,3,2,1,2,2,3,4,4,2,1,1,1,2,2,3,4,2,1,2,3,2,3,4,3,3,3,3,1,1,3,2,101,42,4,1,1,1,2,3,2,2,2,2,2,2,1,2,3,2,2,2,3,4,2,4,4,3,3,2,1,2,1,1,1,1,3,1,3,2,1,1,1,10,20,30,40,0,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,1,3,4,1
1,101,43,4,2,5,1,3,9,3,45,4,4,1,2,3,1,1,2,2,2,1,2,3,3,2,8,1,2,2,3,2,1,2,1,3,1,1,2,2,1,2,1,2,4,2,4,1,1,4,4,4,4,1,2,4,1,4,4,3,4,2,4,3,4,3,3,1,1,3,2,101,43,4,3,1,1,2,3,1,1,1,2,2,3,3,1,1,2,3,4,2,4,2,4,4,1,1,2,1,1,1,1,3,2,3,2,2,3,3,2,2,10,10,75,3,2,1,3,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,6,3,4,3,3
1,101,44,4,1,2,2,3,3,1,67,4,6,1,2,3,2,1,1,1,1,1,2,2,1,3,8,2,2,2,2,2,1,2,2,6,2,2,2,2,1,1,2,4,4,2,4,4,1,4,4,1,4,4,1,1,1,2,2,2,1,4,4,1,4,2,3,1,1,1,2,101,44,4,1,1,1,1,3,1,1,1,1,1,3,1,1,2,4,2,2,4,4,2,4,4,4,3,5,1,1,1,1,2,1,3,1,3,2,1,1,2,5,25,70,0,0,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,3,6,3,4,3,4
1,101,45,4,1,2,1,4,7,3,40,4,4,1,3,3,1,3,2,1,2,2,2,2,1,2,8,1,2,2,2,1,1,1,1,3,2,2,2,2,2,1,4,2,1,1,1,2,1,4,1,4,1,3,3,4,1,4,1,2,3,2,4,3,3,3,3,1,1,1,2,101,45,4,1,1,1,3,3,2,2,1,2,1,1,1,1,2,4,4,4,3,4,4,4,4,4,3,1,1,1,2,1,2,2,3,2,3,2,1,1,2,0,20,70,8,2,2,1,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,6,3,6,6,4
1,101,46,4,3,5,1,3,9,3,35,4,4,1,2,3,1,1,1,2,1,3,2,2,3,1,8,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,3,2,3,2,4,3,2,4,3,3,4,4,2,4,3,1,3,3,3,4,1,4,3,3,1,1,1,2,101,46,4,1,1,1,2,3,2,4,1,2,1,3,0,1,1,1,4,2,2,4,1,4,4,1,1,5,1,5,1,1,3,2,4,2,3,2,1,1,2,5,5,25,50,15,4,1,3,3,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,4,1
1,101,47,4,2,2,1,4,9,3,30,4,9,1,1,3,1,1,3,2,1,1,2,3,1,3,8,2,2,2,2,2,2,1,1,0,1,1,1,2,1,1,1,3,4,4,4,4,4,4,1,1,1,4,1,4,4,1,2,3,1,4,4,1,1,3,3,1,1,2,2,101,47,4,1,1,1,2,0,1,1,1,2,1,3,3,1,1,4,4,4,2,4,4,4,4,4,1,1,1,1,1,1,3,1,4,1,2,3,2,1,1,0,30,50,20,0,1,1,3,3,2,1,2,2,2,2,1,2,2,2,2,2,2,4,2,2,4,2,4
1,101,48,4,3,5,1,1,12,4,0,4,9,1,2,3,2,3,2,1,1,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,1,1,1,2,1,1,2,3,2,2,3,2,2,1,2,2,1,2,1,2,2,4,4,4,2,4,4,1,2,3,3,1,1,3,2,101,48,4,3,1,1,3,3,3,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,0,1,1,9,27,64,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,6,3,4,3,1
1,101,49,4,2,2,1,3,9,3,42,4,6,1,1,3,0,1,2,2,1,2,2,2,3,2,0,1,2,0,3,2,3,2,2,0,2,2,2,2,1,1,2,3,1,3,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,3,3,4,3,3,1,1,1,2,101,49,4,3,1,1,1,0,1,1,1,2,1,1,1,1,2,2,4,3,4,4,4,4,4,4,1,1,1,1,3,3,2,2,3,2,3,2,1,2,1,0,5,75,15,5,1,1,3,3,2,2,1,2,2,2,2,2,2,2,2,1,2,3,0,0,3,2,2
1,101,50,4,2,4,1,4,8,3,5,4,4,1,2,0,3,0,1,1,1,1,2,3,3,3,8,1,2,2,2,1,1,2,2,5,2,3,4,2,4,4,4,0,2,2,0,0,4,4,2,4,4,4,2,4,2,4,4,3,4,4,4,1,0,3,3,1,1,1,2,101,50,4,1,1,1,2,0,1,2,1,3,1,3,0,3,2,4,4,2,4,4,4,4,4,4,1,1,1,5,1,1,2,2,1,2,1,2,1,1,2,10,75,10,5,0,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,4
1,101,51,4,2,3,1,3,2,4,80,4,4,1,3,2,2,3,1,1,2,1,2,2,1,1,8,1,2,4,3,1,1,2,2,2,3,2,1,2,2,1,1,2,4,3,1,4,1,1,4,1,1,4,1,1,1,1,1,4,2,2,3,2,4,3,3,1,1,1,2,101,51,4,3,1,1,1,3,3,1,3,2,1,2,2,1,1,2,3,4,2,4,3,4,4,4,1,1,2,3,4,1,2,1,3,1,2,2,1,1,2,1,15,78,3,3,2,1,2,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,3,5,3
1,101,52,4,2,5,1,4,9,3,30,4,9,1,2,2,2,3,0,1,1,1,2,3,2,1,8,1,2,4,3,1,1,2,2,2,2,2,1,2,1,1,4,2,4,2,4,4,4,4,4,4,4,1,1,4,4,4,4,1,2,4,4,3,1,3,3,1,1,1,2,101,52,4,1,1,1,2,0,1,2,1,1,1,1,1,1,4,4,4,4,4,4,3,4,4,4,1,2,1,5,2,1,2,2,2,2,2,1,1,1,2,0,3,94,3,0,2,1,2,3,2,2,2,2,1,2,1,2,2,2,2,2,2,4,3,3,2,3,3
1,101,53,4,2,5,2,4,8,3,20,4,4,1,2,2,2,3,4,2,2,1,2,2,2,1,8,2,2,4,3,2,2,1,1,2,1,1,1,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,3,3,1,0,0,2,101,53,4,0,0,1,1,0,0,1,1,1,2,1,1,2,1,2,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,1,3,1,2,1,1,0,2,0,37,37,18,8,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,5,2,4
1,101,54,4,3,1,1,3,6,2,66,4,7,1,2,2,2,3,1,1,2,2,2,2,3,1,1,1,2,4,3,2,2,2,2,3,2,0,2,3,3,2,1,1,2,2,4,1,1,1,1,1,1,2,1,1,1,2,1,2,2,4,4,3,4,3,2,1,1,1,2,101,54,4,1,1,1,2,0,0,2,1,1,4,1,1,1,2,2,2,2,2,4,3,4,4,4,1,1,1,5,1,1,2,1,3,1,3,1,3,0,2,10,15,60,15,0,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6,3,4,3,5
1,101,55,4,2,0,1,3,9,3,40,4,9,1,2,2,1,2,2,1,1,1,2,3,3,3,8,1,1,4,8,1,2,2,2,4,1,1,2,2,1,2,3,3,1,3,4,4,4,4,4,3,1,3,3,2,4,3,3,1,2,3,2,1,1,3,3,1,1,2,2,101,55,4,1,1,1,3,3,2,1,1,2,1,3,2,1,4,4,2,4,1,4,1,4,4,2,1,1,1,3,2,1,2,2,4,2,3,2,1,1,2,0,20,75,1,4,2,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,5,4,3,4
1,101,56,4,3,5,1,3,2,4,80,4,9,1,1,2,1,1,2,2,1,2,2,2,3,2,8,1,2,4,3,2,2,2,2,6,3,4,2,2,3,3,2,3,2,3,4,2,2,1,2,4,1,2,1,1,2,2,3,2,3,1,2,3,3,3,2,1,1,3,2,101,56,4,3,2,0,0,3,1,2,3,2,1,1,1,1,1,0,0,3,2,4,2,4,4,4,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,10,5,50,25,10,3,1,2,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,5,3,6,6,4
1,101,57,4,3,1,1,4,2,2,55,4,9,1,3,2,1,3,4,1,2,1,2,2,2,1,8,1,2,4,2,2,1,1,0,3,3,3,3,2,2,2,2,2,2,2,3,3,3,0,2,2,2,3,3,2,3,3,2,2,2,3,2,3,4,3,3,1,1,1,2,101,57,4,1,1,1,3,3,2,1,1,2,1,1,1,2,4,2,4,2,2,4,3,4,4,4,1,1,1,1,1,2,2,1,3,1,2,1,3,1,2,10,60,20,5,5,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,6,6,3,4,5
1,101,58,4,2,5,1,4,1,2,65,4,9,1,2,2,1,1,3,2,1,1,2,2,1,1,8,1,2,4,3,2,2,1,1,2,2,3,2,2,2,2,1,2,4,3,4,2,1,1,1,1,1,1,2,4,1,1,4,1,2,2,3,1,1,3,3,1,1,1,2,101,58,4,1,1,1,2,3,3,1,1,2,1,3,1,1,1,2,3,4,4,4,3,4,4,4,3,2,2,1,4,3,2,1,3,2,3,1,1,1,2,1,40,39,0,20,2,3,3,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,3,6,3,5,4
1,101,59,4,3,5,1,3,7,4,68,4,4,1,2,2,2,1,2,2,2,1,2,2,3,3,8,2,1,4,3,1,1,1,2,3,1,1,2,2,2,2,1,3,1,3,1,3,1,2,1,1,1,2,3,3,1,1,1,3,2,3,3,1,1,3,3,1,1,2,2,101,59,4,2,1,1,2,3,2,2,1,1,1,3,2,3,2,4,4,4,2,4,4,4,4,3,3,1,1,4,1,1,2,1,3,1,3,1,1,1,1,5,20,40,15,20,1,1,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,3,4,5,4,2,1
1,101,60,4,2,5,1,4,9,3,42,4,9,1,3,2,2,1,1,1,1,3,2,2,3,3,8,1,2,4,3,2,2,1,1,3,3,2,2,2,1,1,1,3,1,2,2,4,2,4,1,2,1,2,1,2,1,1,2,2,1,3,3,3,4,3,3,1,1,3,2,101,60,4,3,1,1,2,3,2,2,4,2,1,3,1,1,2,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,3,2,4,2,3,2,2,1,2,0,0,90,10,0,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,3,4,4
1,101,61,4,2,2,1,3,9,3,60,4,9,1,2,2,2,3,2,2,1,2,2,3,2,3,1,1,2,4,3,2,2,1,1,0,2,3,2,2,2,1,2,4,4,3,4,3,0,4,4,2,4,4,3,4,4,4,2,2,2,4,4,3,4,3,2,1,1,2,2,101,61,4,1,1,1,1,3,3,2,2,2,1,1,1,1,3,1,4,2,3,4,3,4,4,2,1,1,1,1,1,1,3,1,2,2,3,1,1,1,2,0,20,70,10,0,2,4,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,4,3,4
1,101,62,4,2,3,1,3,9,3,36,4,4,1,2,2,3,3,1,2,1,1,2,1,3,1,1,1,1,4,8,2,1,2,2,1,2,3,1,2,1,1,4,3,1,3,4,3,1,4,3,4,4,2,1,4,1,1,1,3,2,1,4,1,1,3,3,1,1,1,2,101,62,4,2,1,1,3,3,3,1,1,1,1,3,1,3,1,2,4,2,1,4,4,4,4,2,1,1,1,5,2,1,3,2,3,2,1,2,1,1,2,10,40,40,0,10,2,1,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,6,4,3,4
1,101,63,4,2,2,1,3,9,3,60,4,9,1,2,2,2,1,1,1,1,1,2,2,2,1,8,1,1,4,3,1,1,2,0,3,2,3,2,2,1,2,4,2,2,3,4,2,1,1,4,4,2,3,3,1,1,2,3,2,2,2,4,1,1,3,3,1,1,3,2,101,63,4,3,1,1,1,3,2,1,1,2,1,3,1,3,2,0,0,0,0,0,2,0,0,0,1,2,1,3,2,1,2,1,3,1,3,3,1,1,2,0,5,90,5,0,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,3
1,101,64,4,2,5,1,2,9,4,11,4,4,1,2,2,2,3,3,2,1,2,1,4,2,3,8,2,1,4,9,2,1,1,1,2,2,3,2,2,2,2,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,1,1,2,101,64,4,1,1,1,2,3,2,0,4,2,1,3,3,4,1,2,4,4,4,4,1,4,4,4,1,1,5,5,1,5,4,2,3,2,0,0,0,1,1,0,0,5,0,95,2,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,6,2,4,3,1
1,101,65,4,2,2,2,3,6,4,15,4,10,1,1,2,1,1,4,1,2,2,2,2,3,1,1,1,2,1,3,2,2,2,2,3,1,1,2,3,2,2,4,2,4,3,4,4,2,4,4,4,2,2,3,4,4,4,2,3,3,4,3,1,1,3,3,1,1,1,2,101,65,4,1,3,1,2,3,3,1,3,1,2,1,1,2,1,1,2,2,2,0,2,4,4,2,1,2,2,5,1,1,2,2,4,2,4,1,1,1,2,0,35,62,3,0,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,6,6,2
1,101,66,4,2,2,1,4,5,4,83,4,4,1,3,2,3,1,1,1,2,1,2,4,3,2,2,1,2,1,3,3,1,2,2,1,1,1,0,4,2,2,2,4,2,3,4,3,4,4,4,2,4,3,3,4,4,4,2,3,4,4,3,1,3,3,3,1,1,2,2,101,66,4,3,2,1,1,3,1,1,1,2,1,1,1,2,2,1,3,3,2,4,2,4,4,4,3,5,1,1,4,1,3,1,3,1,3,2,3,1,2,1,4,75,10,10,2,3,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,4,3,4
1,101,67,4,2,1,2,3,7,4,30,4,4,1,2,2,1,1,1,1,1,1,2,2,1,3,8,1,2,1,3,2,2,2,2,2,1,1,2,2,1,2,4,3,4,3,4,2,1,4,4,4,3,4,2,4,4,4,4,3,2,2,4,1,3,3,3,1,1,2,2,101,67,4,3,1,1,3,3,2,2,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,2,1,5,1,1,1,1,3,2,3,3,3,1,1,1,1,0,0,90,10,0,3,1,3,3,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,4,5,4
1,101,68,4,1,3,1,3,9,3,67,4,8,1,2,2,3,1,1,2,1,1,3,1,1,3,8,2,2,3,3,1,1,2,2,0,1,1,1,2,1,1,4,4,4,3,4,2,1,4,1,1,1,1,1,4,4,3,1,2,2,4,2,1,1,3,3,1,1,3,2,101,68,4,3,0,1,2,3,1,2,1,2,1,3,1,1,2,2,4,4,3,4,4,4,4,4,3,5,1,4,1,5,2,1,3,1,3,1,1,1,2,4,4,90,2,0,2,3,3,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,6,3,4,3,4
1,101,69,4,2,2,1,3,1,4,2,4,13,1,2,2,1,1,2,3,1,1,3,2,1,1,5,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,4,1,4,3,1,4,1,4,4,1,4,4,1,1,4,4,1,4,2,1,2,1,4,3,2,1,1,3,2,101,69,4,3,1,1,2,3,1,1,4,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,1,2,1,2,1,5,3,1,4,1,2,1,1,2,2,10,40,30,20,0,1,0,4,4,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,4,3,4
1,101,70,4,3,2,1,4,2,3,40,4,9,1,2,2,2,3,2,2,1,2,2,1,3,3,2,2,2,3,2,2,2,1,1,0,2,2,3,2,2,2,2,3,2,3,2,1,4,2,2,3,2,3,2,2,3,1,1,3,1,1,3,1,1,3,2,1,2,1,2,101,70,4,1,1,1,2,3,2,1,1,3,1,3,3,3,3,3,4,4,4,4,4,4,4,4,1,1,1,4,2,1,3,2,3,2,3,1,2,1,2,0,20,25,10,45,3,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,4,2,1,4,2,5
1,101,71,4,1,1,1,4,9,3,30,4,0,1,1,2,0,1,2,1,2,1,2,2,3,2,8,1,2,2,9,2,2,2,2,2,1,1,2,2,1,1,3,4,4,4,4,1,2,4,4,1,4,1,1,4,1,2,1,2,1,2,4,1,1,3,2,1,1,2,2,101,71,4,2,1,1,1,3,3,1,0,1,1,3,1,1,2,4,4,4,4,4,4,4,4,4,1,2,2,5,5,5,3,1,3,1,3,2,1,1,2,5,20,70,2,3,1,0,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,3,1,3,3,4,1
1,101,72,4,2,5,1,4,9,3,52,4,4,1,2,2,2,2,2,1,1,2,2,2,3,2,8,1,2,2,3,2,2,2,1,5,2,2,2,2,2,2,1,2,1,2,1,4,1,1,1,2,1,1,1,2,1,1,1,2,1,1,3,1,3,2,2,1,1,2,2,101,72,4,1,1,1,2,3,3,2,1,1,1,1,1,1,2,2,4,4,4,4,3,4,4,4,1,1,1,2,5,5,3,1,2,2,3,2,1,2,2,0,5,75,20,0,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,3,4,2,1
1,101,73,4,2,3,2,4,9,3,35,4,4,1,2,2,1,1,2,1,1,1,2,2,1,1,8,2,2,2,3,2,2,1,1,2,2,5,1,2,1,2,1,2,4,3,4,1,2,4,4,1,4,4,1,2,4,1,4,4,4,4,3,3,3,3,3,1,1,3,2,101,73,4,3,1,1,3,3,1,1,2,1,4,1,1,1,2,4,2,2,4,4,2,1,4,2,1,1,1,1,1,1,2,1,3,1,3,1,1,1,2,4,16,61,12,7,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,3,3,4,3,3
1,101,74,4,1,5,2,4,2,2,25,4,9,1,2,2,1,2,2,1,1,1,2,3,1,2,1,1,2,2,8,1,2,2,2,3,1,1,1,2,1,1,1,3,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,2,3,2,1,1,3,2,101,74,4,2,1,1,2,3,3,1,1,1,1,2,2,1,2,4,4,4,4,4,3,4,4,2,3,2,1,3,4,2,2,1,3,2,3,1,1,1,2,10,20,70,0,0,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0,0
1,101,75,4,2,3,1,4,9,3,23,4,4,1,2,2,2,1,1,2,1,1,2,4,1,2,0,1,3,2,8,1,1,1,1,3,2,5,1,2,1,1,1,4,4,0,4,2,2,4,4,1,4,4,1,1,4,4,1,3,2,4,4,3,4,3,3,1,1,1,2,101,75,4,3,1,1,2,3,1,2,1,1,1,1,1,1,2,3,3,4,3,4,4,4,4,2,1,5,1,1,3,3,4,1,2,1,3,1,1,1,2,5,10,70,15,0,2,1,2,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,3,6,6,2
1,101,76,4,2,2,2,4,4,4,60,4,4,1,2,2,1,3,4,1,2,1,2,2,1,1,8,1,2,2,3,1,1,2,2,3,2,2,2,2,2,2,1,4,4,3,1,1,2,1,4,4,4,1,4,4,4,4,4,2,1,2,2,3,4,3,3,3,1,3,2,101,76,4,1,1,1,1,3,1,1,1,1,4,1,1,4,2,2,4,2,4,4,4,4,4,4,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,0,25,50,25,0,1,1,3,3,2,2,2,1,2,2,2,2,2,2,2,2,1,2,6,3,4,3,3
1,101,77,4,1,5,3,4,1,1,48,4,10,1,1,2,3,1,3,1,1,1,2,2,2,1,8,1,1,2,2,2,1,2,2,3,1,1,1,2,1,1,2,2,2,3,1,3,1,1,2,1,2,2,3,2,2,2,1,2,2,1,2,1,2,3,3,1,1,2,2,101,77,4,1,1,1,2,0,2,1,1,3,2,3,2,3,2,1,2,4,1,4,1,4,4,4,1,2,1,2,1,1,1,2,3,2,3,2,2,1,1,0,10,85,5,0,1,1,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,3,3,2,5,4,4
1,101,78,4,2,2,1,3,7,4,35,4,4,1,2,2,1,3,2,1,2,2,2,2,3,3,8,1,2,2,3,2,2,2,1,3,1,1,2,2,1,2,2,1,1,3,2,1,1,1,1,2,3,1,3,1,1,1,1,3,4,3,2,3,1,3,2,1,1,2,2,101,78,4,1,1,1,1,1,2,2,1,2,1,2,2,4,2,0,0,0,0,0,3,0,0,0,1,2,1,2,3,2,2,1,4,1,3,2,2,1,1,0,10,75,15,0,1,1,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,4,0,4
1,101,79,4,2,5,1,4,4,3,0,4,4,1,1,2,3,3,4,3,2,0,1,4,0,0,8,1,2,2,3,2,3,2,2,0,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,1,1,2,101,79,4,3,1,1,3,3,3,0,0,2,2,0,0,2,2,2,4,4,3,4,4,4,4,4,3,3,1,3,3,1,3,2,1,2,3,1,1,1,1,1,15,72,10,2,1,0,2,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,6,6,1
1,101,80,4,3,2,3,4,2,2,40,4,11,1,2,2,1,3,4,1,2,2,2,2,3,1,8,2,2,2,2,1,1,2,1,3,1,1,2,2,2,3,1,1,4,2,4,4,4,1,4,4,2,3,3,4,1,2,2,3,4,1,2,1,3,2,3,1,1,2,2,101,80,4,2,1,1,2,1,2,2,3,3,2,3,3,1,2,2,4,4,4,2,4,4,4,0,1,1,3,4,4,1,3,2,2,2,2,2,1,2,1,5,15,20,10,50,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,4,1
1,101,81,4,2,4,1,4,9,3,31,4,4,1,2,2,2,1,2,1,2,2,2,2,2,1,8,1,2,2,2,1,1,2,2,2,2,3,2,0,2,3,2,3,3,1,1,2,2,2,3,1,2,3,2,2,1,3,1,2,2,2,3,1,4,3,3,1,1,2,2,101,81,4,1,1,1,2,0,2,2,1,2,2,1,1,1,2,3,2,2,2,4,4,4,4,1,1,1,1,3,1,1,2,2,2,2,2,1,1,1,2,15,50,15,20,0,2,1,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,0,2,4,3,4
1,101,82,4,3,1,1,3,6,2,84,4,9,1,2,2,2,3,2,1,2,2,2,2,1,1,0,2,2,2,3,2,1,1,1,2,2,5,2,2,2,2,4,1,1,3,4,1,1,4,4,4,4,2,1,4,1,4,1,1,4,4,3,3,2,2,2,1,1,3,2,101,82,4,3,3,1,1,1,3,1,1,1,1,1,1,1,2,2,4,2,4,4,4,3,4,2,1,1,1,2,1,1,3,1,2,2,3,1,1,0,2,0,75,25,0,0,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,0
1,101,83,4,2,2,2,4,9,3,20,4,4,1,2,2,2,1,3,1,1,1,2,2,2,1,8,1,2,2,2,1,1,2,2,3,2,3,1,2,1,1,4,1,4,2,4,2,1,4,4,2,2,4,4,2,4,3,4,3,2,3,3,1,3,3,3,1,1,1,2,101,83,4,1,1,1,2,3,2,2,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,1,5,1,5,2,1,4,2,2,2,3,1,1,1,2,0,50,35,15,0,1,1,3,3,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,1,3,2,1
1,101,84,4,2,3,1,4,6,3,35,4,9,1,2,2,3,1,2,1,1,1,2,2,1,3,8,2,2,2,8,1,1,2,1,1,2,3,1,1,1,1,1,4,4,2,4,4,1,4,4,4,4,4,2,1,4,4,4,4,4,4,3,1,1,3,3,1,1,2,2,101,84,4,2,2,1,2,1,1,1,1,1,1,2,2,1,4,4,4,4,4,4,4,4,4,4,2,2,1,3,3,3,2,1,2,1,2,2,1,1,1,0,10,60,10,20,1,1,3,3,2,1,2,2,2,2,2,2,1,2,2,2,2,4,3,2,4,2,3
1,101,85,4,1,2,3,4,6,3,10,4,8,1,2,2,2,3,4,2,1,2,2,2,1,1,8,2,2,2,3,2,1,2,1,2,2,2,2,2,2,2,4,2,4,2,4,0,2,1,2,3,0,4,2,4,2,2,4,2,3,4,3,3,1,3,2,1,1,1,2,101,85,4,3,1,1,2,3,2,2,3,1,1,1,1,1,2,2,4,4,4,4,4,4,4,2,0,1,1,2,2,1,1,1,3,2,3,3,1,2,2,8,59,25,8,0,2,1,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,3,4,5
